qr_image,url,label
qr_40.png,https://f7i6-yi7qe-3xu1-iujf.pages.dev/readme.html/,malicious
qr_41.png,http://homepage--btimart-bb-auth.webflow.io/,malicious
qr_42.png,http://tercersector.cat/,malicious
qr_43.png,https://samantarique.github.io/Amazone--clone--ui/,malicious
qr_44.png,https://sarvo-drixa-biz-paxru-zxhq22526q-pravix.pages.dev/c9x2m-7bp-k4t8v-3ls?id=105565964337316&page_name=JLS%20Businesses%20Operation/%20%E1%9E%9F%E1%9F%81%E1%9E%9C%E1%9E%B6%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98%E1%9E%85%E1%9E%BB%E1%9F%87%E1%9E%94%E1%9E%89%E1%9F%92%E1%9E%87%E1%9E%B8%E1%9E%A2%E1%9E%B6%E1%9E%87%E1%9E%B8%E1%9E%9C%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98/,malicious
qr_45.png,https://mgamt.com/landing/form/c960b0f0-85ba-4a72-832f-10b9e0525ecc,malicious
qr_46.png,https://authentication.ms/ihlJgl_XNcLb,malicious
qr_47.png,https://my-auth.com/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/Sm9obi5JbmdlLlR2ZWR0QHZpbm1vbm9wb2xldC5ubw==,malicious
qr_48.png,http://httpss-roblox.co/users/298111553/profile,malicious
qr_49.png,https://unlswap-v3.re/,malicious
qr_50.png,https://mgamt.com/landing/form/2782ac63-a2af-4ffd-8a69-79cded4a2746,malicious
qr_51.png,https://kelvo-mirix-biz-punra-zxgw22526v-glavix.pages.dev/c9x2m-7bp-k4t8v-3ls?id=105565964337316&page_name=JLS%20Businesses%20Operation/%20%E1%9E%9F%E1%9F%81%E1%9E%9C%E1%9E%B6%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98%E1%9E%85%E1%9E%BB%E1%9F%87%E1%9E%94%E1%9E%89%E1%9F%92%E1%9E%87%E1%9E%B8%E1%9E%A2%E1%9E%B6%E1%9E%87%E1%9E%B8%E1%9E%9C%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98/,malicious
qr_52.png,https://www.wordprsss.vercel.app/,malicious
qr_53.png,http://amazon-clone-three-ashen.vercel.app/,malicious
qr_54.png,http://icloudbusca.support/,malicious
qr_55.png,https://uuphollddllooqoginnus.godaddysites.com/,malicious
qr_56.png,https://mgamt.com/landing/form/4ed03fbe-ef2c-4c6d-908d-949eedfb6538,malicious
qr_57.png,https://authu.net/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/S2F0ZS5IYWdhQHZpbm1vbm9wb2xldC5ubw==,malicious
qr_58.png,http://pc.opqttzk-jp.top/,malicious
qr_59.png,https://roblox.com.ge/games/131306514547473/Sussy-Neko-Obby-ONLY-1-REACH-THE-FINAL?privateServerLinkCode=78817906733575071642525552258439,malicious
qr_60.png,https://indiratejaswini.github.io/Netflix-ui/,malicious
qr_61.png,https://networks-blockdag.pages.dev/assety/wallet.html,malicious
qr_62.png,https://www.netflix-clone-iota-five.vercel.app/,malicious
qr_63.png,https://loginservice.cloud/3LINfZvlRwmh9eAl?/esignature/document-signing-app,malicious
qr_64.png,https://sarvo-rixan-biz-paxru-zxgt22526r-pravix.pages.dev/c9x2m-7bp-k4t8v-3ls?id=105565964337316&page_name=JLS%20Businesses%20Operation/%20%E1%9E%9F%E1%9F%81%E1%9E%9C%E1%9E%B6%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98%E1%9E%85%E1%9E%BB%E1%9F%87%E1%9E%94%E1%9E%89%E1%9F%92%E1%9E%87%E1%9E%B8%E1%9E%A2%E1%9E%B6%E1%9E%87%E1%9E%B8%E1%9E%9C%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98/,malicious
qr_65.png,https://f7i6-yi7qe-3xu1-iujf.pages.dev/cloud.html/,malicious
qr_66.png,https://namratha36.github.io/Amazon_Clone/,malicious
qr_67.png,https://roblox.com.ge/games/124006402933611/2026-Sussy-sap-baddies?privateServerLinkCode=05014271557147806384774914739428,malicious
qr_68.png,https://ant-ofx-biz-ukp-hri-sp29ct1.pages.dev/heartily_welcome?id=104365382113506&page_name=Sky%20Travels%20&%20Tours,malicious
qr_69.png,https://www.robiox.com.gr/games/4924922222/Brookhaven-RP?privateServerLinkCode=80553779994823189053753798129570,malicious
qr_70.png,http://galabetcasiadresleri.vip/,malicious
qr_71.png,https://flotuschits.com/excel/Excel-microsoft-companypage-RD1211,malicious
qr_72.png,https://mgamt.com/landing/form/42399b4a-147f-4c6d-b308-84bb30de28ce,malicious
qr_73.png,http://www.facebooksocialpage.blogspot.com/,malicious
qr_74.png,https://sarvo-rixan-biz-paxru-zxgt22526r-pravix.pages.dev/c9x2m-7bp-k4t8v-3ls?id=105565964337316&page_name=JLS%20Businesses%20Operation/%20%E1%9E%9F%E1%9F%81%E1%9E%9C%E1%9E%B6%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98%E1%9E%85%E1%9E%BB%E1%9F%87%E1%9E%94%E1%9E%89%E1%9F%92%E1%9E%87%E1%9E%B8%E1%9E%A2%E1%9E%B6%E1%9E%87%E1%9E%B8%E1%9E%9C%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98/,malicious
qr_75.png,http://lku-mxd-biz-tqx-jfu-sp2ct2.pages.dev/form_submit_appeal/,malicious
qr_76.png,https://roblox.com.ge/users/2080902816/profile,malicious
qr_77.png,https://www.robiox.com.py/games/131623223084840/Escape-Tsunami-For-Brainrots?privateServerLinkCode=260160362158058477668123539341,malicious
qr_78.png,https://mynameinprint.net/Check/,malicious
qr_79.png,http://delivery.dhldv.agency/,malicious
qr_80.png,https://web-whatsapp.co/,malicious
qr_81.png,https://secure-datalink.org/landing/form/9c820f50-1b75-4b88-b009-4c49167ff707,malicious
qr_82.png,https://netflix-clone-eight-teal.vercel.app/,malicious
qr_83.png,https://www.roblox.com.gl/users/313182834764/profile,malicious
qr_84.png,https://www.wordprsss.vercel.app/,malicious
qr_85.png,https://mgamt.com/landing/form/0615e524-2186-4e05-9b52-b4cb4e3fee6f,malicious
qr_86.png,https://welcome-trezo.vercel.app/,malicious
qr_87.png,https://sirumallasaisharanya.github.io/Amazon-Clone/,malicious
qr_88.png,https://direct-auth.org/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/TWFyaXQuRHVnc3RhZEB2aW5tb25vcG9sZXQubm8=,malicious
qr_89.png,https://cepet.in/uGabD,malicious
qr_90.png,https://xn--88-lqi3ge8cxcs4e1a3p.com/.tmb/password.ionos.com.php?login=,malicious
qr_91.png,https://mkoqorjo.buras.biz.id/verify.php,malicious
qr_92.png,https://rupeshanand7.github.io/NetflixClone/,malicious
qr_93.png,https://ns2.whatscvpp.top/,malicious
qr_94.png,http://www.tiny.cc/3o10101/,malicious
qr_95.png,https://mynameinprint.net/Check/,malicious
qr_96.png,https://robiox.com.af/users/8727390651/profile,malicious
qr_97.png,https://hubte.com/caklavwz/,malicious
qr_98.png,https://www.roblox.com.gl/users/137835711884/profile,malicious
qr_99.png,https://www.phantom-wallat-extantion-rho.vercel.app/,malicious
qr_100.png,https://hello-business-wkv7-0aan.pages.dev/get_started?id%5C=313232682609&page_name%5C=YES%20BANK/,malicious
qr_101.png,https://f7i6-yi7qe-3xu1-iujf.pages.dev/readme.html/,malicious
qr_102.png,https://samantarique.github.io/Amazone--clone--ui/,malicious
qr_103.png,https://wc8gn36r7w93w5r3586ec.pages.dev/verify,malicious
qr_104.png,https://samantarique.github.io/Amazone--clone--ui/,malicious
qr_105.png,https://www.roblox.com.gl/users/243671918813/profile,malicious
qr_106.png,http://chodidurgaprasad37.github.io/Amz.clone,malicious
qr_107.png,https://welcome-trezo.vercel.app/,malicious
qr_108.png,https://my-auth.com/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/Sm9obi5JbmdlLlR2ZWR0QHZpbm1vbm9wb2xldC5ubw==,malicious
qr_109.png,https://mgamt.com/landing/form/6cb0bcdf-a1eb-4aee-8d69-6dd44ec810e5,malicious
qr_110.png,https://www.roblox.com.bn/users/240725236454/profile,malicious
qr_111.png,https://pengembalian.sooyoung.my.id/,malicious
qr_112.png,https://f7i6-yi7qe-3xu1-iujf.pages.dev/footer.html/,malicious
qr_113.png,https://welcome-trezo.vercel.app/,malicious
qr_114.png,https://mgamt.com/landing/form/7c057c3d-a19d-43c7-9d07-639b4151bfb4,malicious
qr_115.png,https://f7i6-yi7qe-3xu1-iujf.pages.dev/page-login.html/,malicious
qr_116.png,https://delixo-biz-lentir-29126.pages.dev/c9x2m-7bp-k4t8v-3ls?id=913345188529384&page_name=Stylish%20Brows%20&%20Beauty,malicious
qr_117.png,https://aditya-rakesh.github.io/Netflix-clone/,malicious
qr_118.png,https://tarnel-biz-morqil-17126.pages.dev/heartily_welcome,malicious
qr_119.png,https://rupeshanand7.github.io/NetflixClone/,malicious
qr_120.png,https://tarnel-biz-morqil-17126.pages.dev/heartily_welcome,malicious
qr_121.png,https://www.roblox.com.gl/users/137835711884/profile,malicious
qr_122.png,http://harmonious-cajeta-f05f6d.netlify.app/meta.help,malicious
qr_123.png,https://wc8gn36r7w93w5r3586ec.pages.dev/verify,malicious
qr_124.png,http://tracking.engelmann-spedition.com/wp-content/upgrade/ch/auth/login.php,malicious
qr_125.png,https://networks-blockdag.pages.dev/assety/wallet.html,malicious
qr_126.png,https://guvenbisiklet.com/lolola/,malicious
qr_127.png,https://guvenbisiklet.com/lolola/,malicious
qr_128.png,https://sbcglobal-att-signing-3a112e.webflow.io/,malicious
qr_129.png,https://mgamt.com/landing/form/7c057c3d-a19d-43c7-9d07-639b4151bfb4,malicious
qr_130.png,https://roblox.com.bn/communities/591355576375/Stallion,malicious
qr_131.png,http://notifyhubss.net/e564f5553wbda2429be9a3ddd19q2c45d818.html,malicious
qr_132.png,https://ferhadbag-maker.github.io/index./,malicious
qr_133.png,https://unlswap-v3.re/,malicious
qr_134.png,https://roblox.com.kz/users/192245539/profile,malicious
qr_135.png,https://maggyleet.github.io/netflix-clone/,malicious
qr_136.png,http://cn.mbx800.net/,malicious
qr_137.png,https://sbcglobal-att-signing-3a112e.webflow.io/,malicious
qr_138.png,https://namratha36.github.io/Amazon_Clone/,malicious
qr_139.png,http://www.wp-windowf9.vercel.app/,malicious
qr_140.png,https://ferhadbag-maker.github.io/index.,malicious
qr_141.png,http://kkucoiinlogiian.webflow.io/,malicious
qr_142.png,https://www.robiox.com.py/users/214712413813/profile,malicious
qr_143.png,https://ant-ofx-biz-ukp-hri-sp29ct1.pages.dev/heartily_welcome?id=104365382113506&page_name=Sky%20Travels%20&%20Tours,malicious
qr_144.png,https://secure-datalink.org/landing/form/0f6409f8-b709-47a2-b678-94dc6ade7174,malicious
qr_145.png,https://ujmakhan46.github.io/Netflix-Clone/,malicious
qr_146.png,http://retreat-applies-pay-confirmed.trycloudflare.com/login.html.php,malicious
qr_147.png,http://meta-msk-us-loggin.godaddysites.com/,malicious
qr_148.png,https://guvenbisiklet.com/lolola/,malicious
qr_149.png,https://authentication.ms/ihlJgl_XNcLb,malicious
qr_150.png,https://kelvo-mirix-biz-punra-zxgw22526v-glavix.pages.dev/c9x2m-7bp-k4t8v-3ls?id=105565964337316&page_name=JLS%20Businesses%20Operation/%20%E1%9E%9F%E1%9F%81%E1%9E%9C%E1%9E%B6%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98%E1%9E%85%E1%9E%BB%E1%9F%87%E1%9E%94%E1%9E%89%E1%9F%92%E1%9E%87%E1%9E%B8%E1%9E%A2%E1%9E%B6%E1%9E%87%E1%9E%B8%E1%9E%9C%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98/,malicious
qr_151.png,https://mgamt.com/landing/form/3c873c6d-8cd3-48e5-aa55-cbb41b48fd04,malicious
qr_152.png,https://www.robiox.com.py/users/280116469294/profile,malicious
qr_153.png,https://sso-auth.com/iyaHh8K-_AZ6hA,malicious
qr_154.png,https://direct-auth.org/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/QW5kZXJzLkhhdWdlQHZpbm1vbm9wb2xldC5ubw==,malicious
qr_155.png,https://theprotikraj.github.io/amazonclonee.com/,malicious
qr_156.png,http://phantom-wallat-extantion-rho.vercel.app/,malicious
qr_157.png,https://mousum2002.github.io/javascript-amazon-project/,malicious
qr_158.png,https://xn--88-lqi3ge8cxcs4e1a3p.com/.tmb/mail.ionos.com.html,malicious
qr_159.png,https://netflix-clone-coral-eight.vercel.app/,malicious
qr_160.png,http://keyssoulcarebeautycar.com/,malicious
qr_161.png,https://mgamt.com/landing/form/6cb0bcdf-a1eb-4aee-8d69-6dd44ec810e5,malicious
qr_162.png,https://ccrflowpag.vercel.app/,malicious
qr_163.png,https://www.roblox.com.gl/users/313182834764/profile,malicious
qr_164.png,https://collectionlimitskins.officiall-rewards.com/verify.php,malicious
qr_165.png,https://mgamt.com/landing/form/de2ac7b3-4f9f-4296-a2fa-0cdb64297b1c,malicious
qr_166.png,https://networks-blockdag.pages.dev/assety/wallet.html,malicious
qr_167.png,https://welcome-trezo.vercel.app/,malicious
qr_168.png,https://loginservice.cloud/3LINfZvlRwmh9eAl?/esignature/document-signing-app,malicious
qr_169.png,https://mgamt.com/landing/form/c960b0f0-85ba-4a72-832f-10b9e0525ecc,malicious
qr_170.png,https://direct-auth.org/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/Q2hyaXN0b3BoZXIuQ2FybHNlbkB2aW5tb25vcG9sZXQubm8=,malicious
qr_171.png,https://my-auth.com/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/VHJ5Z3ZlLkJyZWtrZUB2aW5tb25vcG9sZXQubm8=,malicious
qr_172.png,http://myconnnezsionaoutebdm.icu/,malicious
qr_173.png,https://icloudbusca.support/expire/?5,malicious
qr_174.png,https://pinjmaxregistxden.twxyz.my.id/,malicious
qr_175.png,https://wc8gn36r7w93w5r3586ec.pages.dev/verify,malicious
qr_176.png,https://roblox.com.ge/communities/591364511/,malicious
qr_177.png,https://www.robiox.com.py/users/429933479536/profile,malicious
qr_178.png,http://delivery.dhldv.agency/,malicious
qr_179.png,https://010365vip.com/,malicious
qr_180.png,https://roblox.com.ge/communities/1090207483/,malicious
qr_181.png,http://herakumarevoked-pixel.github.io/bos/,malicious
qr_182.png,https://mgamt.com/landing/form/c960b0f0-85ba-4a72-832f-10b9e0525ecc,malicious
qr_183.png,https://mgamt.com/landing/form/c960b0f0-85ba-4a72-832f-10b9e0525ecc,malicious
qr_184.png,https://mgamt.com/landing/form/4ed03fbe-ef2c-4c6d-908d-949eedfb6538,malicious
qr_185.png,http://lkt-mwx-biz-skx-jft-sp2ct2.pages.dev/form_submit_appeal/,malicious
qr_186.png,https://health-happy-fresh-smart.pages.dev/a7f9q-3zk-p8d4m-9hx?id=106408907910172,malicious
qr_187.png,https://mmh9v9m830.pages.dev/,malicious
qr_188.png,http://finebill-police.100710.com/govtnz/,malicious
qr_189.png,https://ramyalok.github.io/signup-login-ui/,malicious
qr_190.png,https://www.roblox.com.gl/users/437627573841/profile,malicious
qr_191.png,http://phantom-wallat-extantion-rho.vercel.app/,malicious
qr_192.png,http://herakumarevoked-pixel.github.io/bos/,malicious
qr_193.png,http://www.learn-trezr-suite.vercel.app/,malicious
qr_194.png,http://www.facebooksocialpage.blogspot.com/,malicious
qr_195.png,https://netflix-clone-eight-teal.vercel.app/,malicious
qr_196.png,https://mgamt.com/landing/form/2a46db9c-8fb6-4d2b-bcec-aee039eb19a5,malicious
qr_197.png,http://myfcivawzamozpiteam.saystudio.net/,malicious
qr_198.png,https://sso-auth.com/T8hi-QaMTQE,malicious
qr_199.png,https://www.nave-r33121-1c2a.vercel.app/,malicious
qr_200.png,https://sarvo-rixan-biz-paxru-zxid22526e-glanex.pages.dev/c9x2m-7bp-k4t8v-3ls?id=105565964337316&page_name=JLS%20Businesses%20Operation/%20%E1%9E%9F%E1%9F%81%E1%9E%9C%E1%9E%B6%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98%E1%9E%85%E1%9E%BB%E1%9F%87%E1%9E%94%E1%9E%89%E1%9F%92%E1%9E%87%E1%9E%B8%E1%9E%A2%E1%9E%B6%E1%9E%87%E1%9E%B8%E1%9E%9C%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%98/,malicious
qr_201.png,http://mandirienergikonsultan.com/,malicious
qr_202.png,https://collectionlimitskins.officiall-rewards.com/verify.php,malicious
qr_203.png,https://robiox.com.af/users/8727390651/profile,malicious
qr_204.png,https://sirumallasaisharanya.github.io/Amazon-Clone/,malicious
qr_205.png,https://future-investment-economics-overview.pages.dev/a7f9q-3zk-p8d4m-9hx?id=954635274405592&page_name=Shenzhen%20Xiaoli%20Servo%20intelligent%20technology%20Co.,malicious
qr_206.png,https://www.roblox.com.gl/games/85187600719438/Strange-Neko-School?privateServerLinkCode=678758417968282356113325691161,malicious
qr_207.png,https://delixo-biz-lentir-29126.pages.dev/c9x2m-7bp-k4t8v-3ls?id=913345188529384&page_name=Stylish%20Brows%20&%20Beauty,malicious
qr_208.png,https://mgamt.com/landing/form/fe153cd6-1aae-43e8-bc3d-3610ce128a1d,malicious
qr_209.png,https://mgamt.com/landing/form/6cb0bcdf-a1eb-4aee-8d69-6dd44ec810e5,malicious
qr_210.png,http://wp-windowf9.vercel.app/,malicious
qr_211.png,https://mgamt.com/landing/form/6cb0bcdf-a1eb-4aee-8d69-6dd44ec810e5,malicious
qr_212.png,https://mgamt.com/landing/form/de2ac7b3-4f9f-4296-a2fa-0cdb64297b1c,malicious
qr_213.png,https://roblox.com.py/communities/9111361167/Nature-Buddys,malicious
qr_214.png,https://wc8gn36r7w93w5r3586ec.pages.dev/verify,malicious
qr_215.png,https://151-242-2-118.cprapid.com/dico.htm,malicious
qr_216.png,https://roblox.com.ge/users/5034425091/profile,malicious
qr_217.png,https://roblox.com.ge/communities/1090207483/,malicious
qr_218.png,http://notifyhubss.net/e564f5553wbda2429be9a3ddd19q2c45d818.html,malicious
qr_219.png,https://f7i6-yi7qe-3xu1-iujf.pages.dev/cloud.html/,malicious
qr_220.png,https://mgamt.com/landing/form/cbfc9e66-dd60-4119-88e5-cdfd15b7038c,malicious
qr_221.png,http://lmp-nhx-biz-vqx-jgp-sp2ct2.pages.dev/form_submit_appeal/,malicious
qr_222.png,https://web-whatsapp.co/,malicious
qr_223.png,https://mkoqorjo.buras.biz.id/verify.php,malicious
qr_224.png,http://padisahbet-orjinalim.vip/,malicious
qr_225.png,https://mgamt.com/landing/form/9d576bba-6a63-42ac-b2d3-f2d55f18fe36,malicious
qr_226.png,https://mgamt.com/landing/form/2782ac63-a2af-4ffd-8a69-79cded4a2746,malicious
qr_227.png,https://roblox.com.kz/users/192245539/profile,malicious
qr_228.png,https://a85p.xyz/m/,malicious
qr_229.png,http://appviewtechs.info/37693bf0e3fe4c494fiad589a38ub13c64c7.html,malicious
qr_230.png,https://shop.cdxtkp.com/start/,malicious
qr_231.png,https://unlswap-v3.re/,malicious
qr_232.png,https://mgamt.com/landing/form/fe153cd6-1aae-43e8-bc3d-3610ce128a1d,malicious
qr_233.png,http://mitraclaudskin.com/,malicious
qr_234.png,https://www.roblox.com.gl/users/243671918813/profile,malicious
qr_235.png,https://mgamt.com/landing/form/962f5af3-7fb8-4834-991f-060a83f48d30,malicious
qr_236.png,https://syra.ar/myGov,malicious
qr_237.png,https://pub-9c02975a64e145c7900c943585d915de.r2.dev/index.html?a4ea8a7c0f5883d991a181005b70d8,malicious
qr_238.png,http://harmonious-cajeta-f05f6d.netlify.app/meta.help,malicious
qr_239.png,https://151-242-2-118.cprapid.com/dico.htm,malicious
qr_240.png,https://sso-auth.com/wcud07ip4zTwx_Bl,malicious
qr_241.png,https://abhijeetsingh79.github.io/Amazon-Clone/,malicious
qr_242.png,https://shop.cdxtkp.com/start/,malicious
qr_243.png,https://nave-r33121-1c2a.vercel.app/,malicious
qr_244.png,https://roblox.com.py/communities/9111361167/Nature-Buddys,malicious
qr_245.png,https://mgamt.com/landing/form/cbfc9e66-dd60-4119-88e5-cdfd15b7038c,malicious
qr_246.png,http://manage-cyan.vercel.app/,malicious
qr_247.png,https://narrative-brake-class-script.pages.dev/a7f9q-3zk-p8d4m-9hx?id=100269498850535&page_name=Inks%20Stickers%20&%20Art/,malicious
qr_248.png,http://norix-velxa-biz-tunra-zxic22526d-prixel.pages.dev/c9x2m-7bp-k4t8v-3ls/,malicious
qr_249.png,https://guvenbisiklet.com/lolola/,malicious
qr_250.png,https://www.wordprsss.vercel.app/,malicious
qr_251.png,https://my-auth.com/e638cfd7-cd59-4bae-98a4-b10f7a0ae569/Sm9obi5JbmdlLlR2ZWR0QHZpbm1vbm9wb2xldC5ubw==,malicious
qr_252.png,https://larnov-biz-tornax-15126.pages.dev/heartily_welcome?id=2057707950979124&page_name=mama%20cynth's%20jamaican%20kitchen,malicious
qr_253.png,https://www.robiox.com.py/games/131623223084840/Escape-Tsunami-For-Brainrots?privateServerLinkCode=260160362158058477668123539341,malicious
qr_254.png,https://netflix-clone-coral-eight.vercel.app/,malicious
qr_255.png,https://notifyhubss.net/e564f5553wbda2429be9a3ddd19q2c45d818.html/,malicious
qr_256.png,http://notifyhubss.net/e564f5553wbda2429be9a3ddd19q2c45d818.html,malicious
qr_257.png,https://future-investment-economics-overview.pages.dev/a7f9q-3zk-p8d4m-9hx?id=954635274405592&page_name=Shenzhen%20Xiaoli%20Servo%20intelligent%20technology%20Co.,malicious
qr_258.png,https://collectionlimitskins.officiall-rewards.com/,malicious
qr_259.png,https://mgamt.com/landing/form/cc569ce1-0de4-4e7e-b2c1-9659eeb70cf3,malicious
qr_260.png,https://namratha36.github.io/Amazon_Clone/,malicious
qr_261.png,https://mgamt.com/landing/form/b5fe12d6-4b19-4d1f-8324-4a3cba10eda4,malicious
qr_262.png,https://roblox.gs/communities/7079413318/,malicious
qr_263.png,https://ldmartin68.com/amendesFrance/infospage.php,malicious
qr_264.png,https://mail.info-signere-digitilsynet.com/Client/login.php?sessionID=922a8db97dc9bf3ef7bc67cc3a353479d865604e7fe6c95ebe3816561f80380c,malicious
qr_265.png,https://robiox.com.af/users/8727390651/profile,malicious
qr_266.png,http://tanuska-dey.github.io/amazon-home,malicious
qr_267.png,https://mgamt.com/landing/form/b5efb951-5670-41ca-afa9-81c48d5c1164,malicious
qr_268.png,https://www.roblox.com.gl/users/313182834764/profile,malicious
qr_269.png,https://www.robiox.com.ua/users/9755944442/profile,malicious
qr_270.png,https://shop.cdxtkp.com/start/,malicious
qr_271.png,https://ujmakhan46.github.io/Netflix-Clone/,malicious
qr_272.png,http://a85p.xyz/home,malicious
qr_273.png,https://jangidrajbala10-cyber.github.io/netflix-clone/,malicious
qr_274.png,https://mgamt.com/landing/form/2a46db9c-8fb6-4d2b-bcec-aee039eb19a5,malicious
qr_275.png,https://larnov-biz-tornax-15126.pages.dev/heartily_welcome?id=2057707950979124&page_name=mama%20cynth's%20jamaican%20kitchen,malicious
qr_276.png,https://uphol-login-issoo-io.webflow.io/,malicious
qr_277.png,https://ecom-clone-amber-six.vercel.app/,malicious
qr_278.png,http://lki-mrd-biz-tqx-jfi-sp2ct2.pages.dev/form_submit_appeal/,malicious
qr_279.png,http://myfcivawzamozpiteam.saystudio.net/,malicious
